time, branch, name, order, price, payment, credit-card-number
8/8/2023 13:06,Uppingham,Jean Altschuler,"Large Speciality Tea - Green - 1.60, Large Speciality Tea - Peppermint - 1.60",3.2,CARD,4.08282E+15
8/8/2023 13:08,Uppingham,Bobby Collins,"Regular Flavoured latte - Hazelnut - 2.55, Regular Hot chocolate - 2.20, Regular Mocha - 2.30, Large Smoothies - Berry Beautiful - 2.50",9.55,CARD,9.10703E+15
8/8/2023 13:10,Uppingham,Theodore Edmond,Regular Flavoured hot chocolate - Vanilla - 2.60,2.6,CASH,
8/8/2023 13:12,Uppingham,James Casey,"Large Flavoured latte - Caramel - 2.85, Regular Cortado - 2.05",4.9,CARD,7.92574E+15
8/8/2023 13:13,Uppingham,Dora Crow,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Smoothies - Berry Beautiful - 2.50, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Mocha - 2.30",12.85,CASH,
8/8/2023 13:15,Uppingham,Thomas Borelli,"Large Mocha - 2.70, Regular Red Label tea - 1.20, Large Cortado - 2.35, Regular Flavoured latte - Caramel - 2.55, Regular Speciality Tea - Peppermint - 1.30",10.1,CARD,1.97363E+15
8/8/2023 13:17,Uppingham,Eva Sloan,Large Red Label tea - 1.80,1.8,CARD,1.88193E+15
8/8/2023 13:19,Uppingham,Roland Yarborough,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,6.53399E+15
8/8/2023 13:21,Uppingham,Robert Smith,Large Speciality Tea - Green - 1.60,1.6,CARD,9.02037E+15
8/8/2023 13:23,Uppingham,Patricia Crowley,"Regular Cortado - 2.05, Regular Flavoured latte - Caramel - 2.55, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured latte - Caramel - 2.55",10.05,CARD,4.44847E+15
8/8/2023 13:25,Uppingham,Michael Lichtenfeld,"Regular Cortado - 2.05, Regular Speciality Tea - Green - 1.30, Large Speciality Tea - Peppermint - 1.60, Large Speciality Tea - Peppermint - 1.60",6.55,CARD,5.50695E+15
8/8/2023 13:26,Uppingham,Julia Lehr,"Large Red Label tea - 1.80, Regular Red Label tea - 1.20, Large Flavoured hot chocolate - Vanilla - 2.90",5.9,CASH,
8/8/2023 13:28,Uppingham,Rosie Meredith,"Large Hot chocolate - 2.90, Large Mocha - 2.70, Large Red Label tea - 1.80",7.4,CARD,2.94429E+15
8/8/2023 13:30,Uppingham,Sheila Hayes,Large Flavoured latte - Caramel - 2.85,2.85,CARD,3.37649E+15
8/8/2023 13:32,Uppingham,Neva Caswell,"Large Mocha - 2.70, Large Flavoured latte - Hazelnut - 2.85, Large Cortado - 2.35",7.9,CARD,8.21514E+15
8/8/2023 13:34,Uppingham,David Medrano,"Regular Speciality Tea - Green - 1.30, Regular Speciality Tea - Peppermint - 1.30, Regular Flavoured hot chocolate - Vanilla - 2.60",5.2,CARD,2.28132E+15
8/8/2023 13:36,Uppingham,Ryan Smith,"Regular Smoothies - Berry Beautiful - 2.00, Regular Flavoured latte - Caramel - 2.55, Regular Cortado - 2.05, Large Hot chocolate - 2.90",9.5,CASH,
8/8/2023 13:38,Uppingham,Cathy Greene,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Cortado - 2.05, Regular Flavoured latte - Caramel - 2.55",7.5,CASH,
8/8/2023 13:40,Uppingham,Kristina Gates,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Caramel - 2.55, Large Smoothies - Berry Beautiful - 2.50",7.6,CASH,
8/8/2023 13:41,Uppingham,Jeannette Mundy,"Large Speciality Tea - Peppermint - 1.60, Large Flavoured hot chocolate - Vanilla - 2.90",4.5,CARD,6.15391E+15
8/8/2023 13:43,Uppingham,Roger Loh,"Large Flavoured hot chocolate - Vanilla - 2.90, Large Cortado - 2.35, Large Hot chocolate - 2.90, Large Red Label tea - 1.80",9.95,CARD,8.65296E+15
8/8/2023 13:45,Uppingham,Brandon Porter,"Regular Hot chocolate - 2.20, Large Speciality Tea - Green - 1.60, Large Speciality Tea - Peppermint - 1.60",5.4,CARD,8.62326E+15
8/8/2023 13:47,Uppingham,Michael Reeves,"Large Flavoured latte - Caramel - 2.85, Large Cortado - 2.35",5.2,CARD,7.95771E+15
8/8/2023 13:49,Uppingham,Raymond Schneider,Large Mocha - 2.70,2.7,CASH,
8/8/2023 13:51,Uppingham,Lucy Cordray,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured hot chocolate - Vanilla - 2.90, Large Cortado - 2.35, Large Cortado - 2.35, Large Mocha - 2.70",13.15,CARD,6.16671E+15
8/8/2023 13:53,Uppingham,Ronald Mayfield,"Large Red Label tea - 1.80, Regular Hot chocolate - 2.20",4,CARD,4.45939E+15
8/8/2023 13:54,Uppingham,Carolyn Smith,"Large Hot chocolate - 2.90, Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55, Large Mocha - 2.70",10.5,CASH,
8/8/2023 13:56,Uppingham,Abby Ray,"Large Speciality Tea - Green - 1.60, Regular Speciality Tea - Green - 1.30, Regular Mocha - 2.30, Large Red Label tea - 1.80, Large Speciality Tea - Peppermint - 1.60, Large Hot chocolate - 2.90",11.5,CARD,3.21674E+15
8/8/2023 13:58,Uppingham,Robert Wilson,"Regular Smoothies - Berry Beautiful - 2.00, Regular Speciality Tea - Green - 1.30, Regular Speciality Tea - Green - 1.30",4.6,CARD,2.05844E+15
8/8/2023 14:00,Uppingham,Eric Obrien,"Regular Speciality Tea - Peppermint - 1.30, Regular Red Label tea - 1.20, Regular Speciality Tea - Peppermint - 1.30, Regular Mocha - 2.30, Regular Cortado - 2.05, Large Red Label tea - 1.80",9.95,CASH,
8/8/2023 14:03,Uppingham,Ray Edwards,Large Cortado - 2.35,2.35,CASH,
8/8/2023 14:07,Uppingham,Dale Ehrgott,"Large Red Label tea - 1.80, Regular Red Label tea - 1.20, Regular Flavoured latte - Caramel - 2.55",5.55,CASH,
8/8/2023 14:10,Uppingham,Warren Eyler,"Large Flavoured latte - Caramel - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Speciality Tea - Green - 1.30",6.75,CARD,6.54661E+15
8/8/2023 14:13,Uppingham,Tony Ashley,Large Speciality Tea - Green - 1.60,1.6,CARD,2.60174E+15
8/8/2023 14:17,Uppingham,Joseph Morrison,"Regular Flavoured latte - Caramel - 2.55, Regular Hot chocolate - 2.20, Regular Mocha - 2.30, Regular Flavoured hot chocolate - Vanilla - 2.60",9.65,CARD,8.17817E+15
8/8/2023 14:20,Uppingham,Jessie Thompson,"Large Cortado - 2.35, Large Speciality Tea - Peppermint - 1.60, Regular Hot chocolate - 2.20",6.15,CARD,7.01713E+15
8/8/2023 14:23,Uppingham,Robert Bennett,"Regular Hot chocolate - 2.20, Large Mocha - 2.70, Regular Hot chocolate - 2.20, Regular Hot chocolate - 2.20",9.3,CARD,7.72627E+15
8/8/2023 14:27,Uppingham,John Hayes,"Large Cortado - 2.35, Large Speciality Tea - Green - 1.60",3.95,CARD,2.62495E+15
8/8/2023 14:30,Uppingham,Jaime Batchelor,"Large Smoothies - Berry Beautiful - 2.50, Large Hot chocolate - 2.90, Large Flavoured latte - Caramel - 2.85",8.25,CARD,4.41199E+15
8/8/2023 14:33,Uppingham,Gladys Olander,"Large Smoothies - Berry Beautiful - 2.50, Regular Speciality Tea - Peppermint - 1.30",3.8,CARD,3.59113E+15
8/8/2023 14:37,Uppingham,Albert Clemans,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,8.01173E+15
8/8/2023 14:40,Uppingham,Angela Weaver,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,9.87143E+15
8/8/2023 14:43,Uppingham,Diann Carballo,"Regular Speciality Tea - Green - 1.30, Large Flavoured latte - Caramel - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Speciality Tea - Green - 1.30, Large Smoothies - Berry Beautiful - 2.50",10.55,CARD,1.50187E+15
8/8/2023 14:47,Uppingham,Howard Bateman,"Regular Flavoured latte - Caramel - 2.55, Regular Flavoured latte - Hazelnut - 2.55",5.1,CASH,
8/8/2023 14:50,Uppingham,Barbara Gant,"Large Mocha - 2.70, Regular Speciality Tea - Peppermint - 1.30, Regular Hot chocolate - 2.20",6.2,CARD,5.61079E+15
8/8/2023 14:53,Uppingham,Bruce Sapienza,"Large Hot chocolate - 2.90, Large Mocha - 2.70",5.6,CASH,
8/8/2023 14:57,Uppingham,Travis Irby,Large Red Label tea - 1.80,1.8,CARD,8.62195E+15
8/8/2023 15:00,Uppingham,Eliana Schachter,"Regular Red Label tea - 1.20, Large Red Label tea - 1.80",3,CARD,6.96641E+15
8/8/2023 15:03,Uppingham,Richard Lassiter,"Large Smoothies - Berry Beautiful - 2.50, Regular Red Label tea - 1.20, Large Speciality Tea - Green - 1.60",5.3,CARD,7.50225E+15
8/8/2023 15:07,Uppingham,Barbara Ramirez,"Large Mocha - 2.70, Large Hot chocolate - 2.90, Large Flavoured latte - Hazelnut - 2.85",8.45,CASH,
8/8/2023 15:10,Uppingham,Michael Chiodi,"Regular Hot chocolate - 2.20, Large Mocha - 2.70, Regular Hot chocolate - 2.20, Regular Flavoured latte - Hazelnut - 2.55",9.65,CARD,7.35343E+15
8/8/2023 15:13,Uppingham,Edna Macias,"Regular Flavoured latte - Hazelnut - 2.55, Regular Red Label tea - 1.20, Large Flavoured latte - Caramel - 2.85, Regular Flavoured latte - Hazelnut - 2.55",9.15,CARD,7.3028E+15
8/8/2023 15:17,Uppingham,Marcia Carlow,"Regular Flavoured latte - Hazelnut - 2.55, Large Red Label tea - 1.80",4.35,CASH,
8/8/2023 15:20,Uppingham,Amy Wood,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Speciality Tea - Peppermint - 1.30",3.9,CARD,7.52942E+15
8/8/2023 15:23,Uppingham,William Mosley,"Large Flavoured latte - Caramel - 2.85, Regular Cortado - 2.05, Large Hot chocolate - 2.90",7.8,CARD,9.24225E+15
8/8/2023 15:27,Uppingham,Bonnie Johnson,"Large Flavoured latte - Caramel - 2.85, Large Speciality Tea - Green - 1.60, Large Red Label tea - 1.80, Large Flavoured latte - Hazelnut - 2.85",9.1,CARD,6.97643E+15
8/8/2023 15:30,Uppingham,Michael Williams,"Regular Smoothies - Berry Beautiful - 2.00, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Speciality Tea - Green - 1.60",6.2,CASH,
8/8/2023 15:33,Uppingham,Edward Martinson,Regular Mocha - 2.30,2.3,CARD,4.68813E+15
8/8/2023 15:37,Uppingham,Michael Paoli,"Regular Speciality Tea - Green - 1.30, Large Red Label tea - 1.80, Regular Cortado - 2.05, Large Mocha - 2.70",7.85,CASH,
8/8/2023 15:40,Uppingham,Jason Kellum,"Large Speciality Tea - Peppermint - 1.60, Large Flavoured hot chocolate - Vanilla - 2.90",4.5,CARD,5.91137E+15
8/8/2023 15:43,Uppingham,Oswaldo Taylor,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured latte - Hazelnut - 2.85, Large Flavoured hot chocolate - Vanilla - 2.90",8.6,CASH,
8/8/2023 15:47,Uppingham,Adam Johnson,Large Speciality Tea - Green - 1.60,1.6,CARD,7.1992E+15
8/8/2023 15:50,Uppingham,Bertha Zalenski,"Regular Red Label tea - 1.20, Large Speciality Tea - Green - 1.60, Regular Speciality Tea - Peppermint - 1.30, Large Speciality Tea - Peppermint - 1.60, Large Red Label tea - 1.80",7.5,CARD,3.23612E+15
8/8/2023 15:53,Uppingham,Catherine Lane,"Large Flavoured latte - Caramel - 2.85, Large Red Label tea - 1.80, Regular Hot chocolate - 2.20",6.85,CARD,7.70724E+15
8/8/2023 15:57,Uppingham,Judy Stock,"Large Cortado - 2.35, Large Speciality Tea - Green - 1.60",3.95,CASH,
8/8/2023 16:00,Uppingham,Mary Chandler,"Regular Hot chocolate - 2.20, Large Mocha - 2.70, Regular Speciality Tea - Peppermint - 1.30, Regular Cortado - 2.05, Large Flavoured latte - Hazelnut - 2.85",11.1,CARD,5.71728E+15
8/8/2023 16:02,Uppingham,Samuel Kuehn,"Large Mocha - 2.70, Regular Flavoured latte - Caramel - 2.55, Large Mocha - 2.70",7.95,CASH,
8/8/2023 16:04,Uppingham,Jean Benck,"Regular Smoothies - Berry Beautiful - 2.00, Large Mocha - 2.70, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured hot chocolate - Vanilla - 2.60",9.9,CARD,7.485E+15
8/8/2023 16:05,Uppingham,Lena Mcclure,"Large Flavoured latte - Caramel - 2.85, Large Mocha - 2.70, Large Hot chocolate - 2.90",8.45,CASH,
8/8/2023 16:07,Uppingham,Charles Teel,Regular Mocha - 2.30,2.3,CARD,8.55956E+15
8/8/2023 16:09,Uppingham,Sam Bara,"Regular Speciality Tea - Green - 1.30, Large Cortado - 2.35, Large Cortado - 2.35",6,CARD,4.86032E+15
8/8/2023 16:11,Uppingham,Jasper Beltran,"Large Flavoured latte - Caramel - 2.85, Large Cortado - 2.35, Regular Flavoured latte - Caramel - 2.55",7.75,CARD,1.98625E+15
8/8/2023 16:12,Uppingham,Deirdre Jones,Regular Speciality Tea - Peppermint - 1.30,1.3,CARD,4.7276E+15
8/8/2023 16:14,Uppingham,Evelyn Hill,"Large Speciality Tea - Peppermint - 1.60, Large Flavoured hot chocolate - Vanilla - 2.90",4.5,CASH,
8/8/2023 16:16,Uppingham,Mary Pilkinton,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Flavoured latte - Caramel - 2.85, Large Flavoured latte - Caramel - 2.85",8.3,CARD,4.96384E+15
8/8/2023 16:18,Uppingham,Christopher Mesiti,"Large Mocha - 2.70, Large Smoothies - Berry Beautiful - 2.50, Regular Cortado - 2.05, Large Speciality Tea - Green - 1.60",8.85,CARD,6.85404E+15
8/8/2023 16:19,Uppingham,Anita Rogers,"Regular Speciality Tea - Green - 1.30, Regular Mocha - 2.30, Regular Red Label tea - 1.20, Large Speciality Tea - Peppermint - 1.60, Large Cortado - 2.35",8.75,CARD,4.60746E+15
8/8/2023 16:21,Uppingham,Roberta Edwards,"Regular Red Label tea - 1.20, Large Flavoured latte - Caramel - 2.85, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Hot chocolate - 2.20, Large Mocha - 2.70",14.1,CASH,
8/8/2023 16:23,Uppingham,Julie Langley,"Large Speciality Tea - Peppermint - 1.60, Regular Mocha - 2.30, Large Flavoured latte - Hazelnut - 2.85, Regular Cortado - 2.05",8.8,CASH,
8/8/2023 16:25,Uppingham,Cody Bubar,"Regular Cortado - 2.05, Large Speciality Tea - Green - 1.60",3.65,CARD,8.39473E+15
8/8/2023 16:26,Uppingham,Mary Barnes,"Large Flavoured latte - Caramel - 2.85, Large Smoothies - Berry Beautiful - 2.50, Large Smoothies - Berry Beautiful - 2.50, Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Green - 1.30",12,CARD,3.63884E+15
8/8/2023 16:28,Uppingham,Tanya Mccourt,"Large Mocha - 2.70, Large Flavoured latte - Hazelnut - 2.85, Regular Speciality Tea - Peppermint - 1.30",6.85,CARD,4.45012E+15
8/8/2023 16:30,Uppingham,Geraldine Griffitts,"Large Speciality Tea - Green - 1.60, Large Red Label tea - 1.80, Large Cortado - 2.35",5.75,CARD,3.94726E+15
8/8/2023 16:32,Uppingham,Betty Francis,"Regular Flavoured latte - Caramel - 2.55, Regular Speciality Tea - Green - 1.30, Regular Mocha - 2.30, Large Red Label tea - 1.80",7.95,CARD,3.15398E+15
8/8/2023 16:33,Uppingham,Tony Vides,"Large Red Label tea - 1.80, Regular Red Label tea - 1.20, Large Flavoured latte - Caramel - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Speciality Tea - Green - 1.60",12.65,CARD,3.39286E+15
8/8/2023 16:35,Uppingham,Kristin Wiggins,"Large Cortado - 2.35, Large Red Label tea - 1.80, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Hot chocolate - 2.90",9.65,CASH,
8/8/2023 16:37,Uppingham,Neil Batiste,Regular Flavoured latte - Hazelnut - 2.55,2.55,CASH,
8/8/2023 16:39,Uppingham,Janna Dickey,Regular Mocha - 2.30,2.3,CASH,
8/8/2023 16:40,Uppingham,Laurie Mckoy,Regular Smoothies - Berry Beautiful - 2.00,2,CARD,9.981E+15
8/8/2023 16:42,Uppingham,Lisa Shaw,"Regular Flavoured latte - Hazelnut - 2.55, Regular Red Label tea - 1.20, Large Hot chocolate - 2.90, Large Flavoured latte - Caramel - 2.85",9.5,CARD,3.63985E+15
8/8/2023 16:44,Uppingham,Theresa Castro,"Regular Red Label tea - 1.20, Large Flavoured hot chocolate - Vanilla - 2.90",4.1,CARD,1.20885E+15
8/8/2023 16:46,Uppingham,Glenda Avila,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,6.61132E+15
8/8/2023 16:48,Uppingham,Zoraida Sutton,"Regular Flavoured latte - Hazelnut - 2.55, Regular Mocha - 2.30, Regular Speciality Tea - Peppermint - 1.30",6.15,CARD,6.50363E+15
8/8/2023 16:49,Uppingham,Randy Silverman,"Regular Flavoured latte - Caramel - 2.55, Large Flavoured hot chocolate - Vanilla - 2.90, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Speciality Tea - Green - 1.30",9.65,CASH,
8/8/2023 16:51,Uppingham,Debra Banks,Large Flavoured latte - Hazelnut - 2.85,2.85,CASH,
8/8/2023 16:53,Uppingham,Donna Jolly,Large Red Label tea - 1.80,1.8,CARD,1.56739E+15
8/8/2023 16:55,Uppingham,Lawrence Gaskins,"Large Red Label tea - 1.80, Large Speciality Tea - Green - 1.60, Large Smoothies - Berry Beautiful - 2.50, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Cortado - 2.05",10.55,CARD,9.93076E+15
8/8/2023 16:56,Uppingham,Ronald Kamphoefner,"Regular Speciality Tea - Peppermint - 1.30, Regular Speciality Tea - Green - 1.30",2.6,CARD,3.73217E+15
8/8/2023 16:58,Uppingham,Ellen Stein,Regular Speciality Tea - Green - 1.30,1.3,CARD,2.78626E+15
